beacon_id,latitude,longitude,range,tag,name
0,46.52208971229537,6.583765454320907,2,BLE beacon,ICCCN_2 - 0
1,46.52211211028608,6.584139354514939,2,BLE beacon,ICCCN_2 - 1
2,46.52192509531922,6.5837439860391225,2,BLE beacon,ICCCN_2 - 2
3,46.52210102753638,6.584048362331549,2,BLE beacon,ICCCN_2 - 3
4,46.52211887927068,6.583688239792803,2,BLE beacon,ICCCN_2 - 4
5,46.52236107575245,6.584346654728482,2,BLE beacon,ICCCN_2 - 5
6,46.52244519246804,6.584340568831492,2,BLE beacon,ICCCN_2 - 6
7,46.52229889240025,6.584342808772968,2,BLE beacon,ICCCN_2 - 7
